playlist_id,playlist_name
698720887,华语百首|回忆伤人无声，唱不尽世间遗憾
2538140268,失恋歌单
2511560749,温柔暴击|沉溺于男友音的甜蜜乡
2889967036,希望你到夜里就失落
2214600893,华语精选·怎样惊艳一首歌才够资格10w+
2059430694,痛彻心扉地哭，然后刻骨铭心地记住
402924168,你知道思念一个人的滋味吗
582163210,「元旦快乐」可以随机播放好听的中文歌！
2870902341,一定有首歌你单曲循环过
2802435509,毕业季：青梅煮酒，最傻最刻骨
2772339722,成长│世界上没有真正的感同身受
2806641770,一别两宽各自安好
2645509561,男生的温柔侵入心底珊瑚长出海面伸向月亮
2990283229,下个季节很干净没有故事没有你
1982066521,假如能回到过去，你想做什么
2398073506,毛不易薛之谦李荣浩
2774666966,很喪很伤感的音乐，听了真的会哭
2433860552,「精选」好听到单曲循环（cover+原创）
2004288713,rapper说情话
2492834537,"⠀⠀⠀⠀⠀⠀⠀""听完這些歌就把你忘了"""
462072098,一些好听到爆的中文rap
2866470354,你的李荣浩
2474537199,若是心怀旧梦就别再无疾而终
2998741834,『卧室推荐』关上门/舒适度百分之百
826721715,你需要一首BGM，来撑起你的内心戏！
764871200,睡眠丧歌/夜难熬吗
815573174,好听到可以单曲循环(中)
577991289,『华语』百首精选，听歌如见你
2977467130,友情客串却留下刻骨铭心回忆
2932022631,你一定会遇到满心满眼都是你的人
111053239,李荣浩x薛之谦
2908986946,拜托不要不开心你真的是很好很可爱的女孩
733782317,只要能遇见你，就不怕姗姗来迟
2821194580,遇到烦恼的时候，快来哼一首快乐的歌
3001035934,国风新潮大赏|歌声岂合世间闻
2150925989,你得像死了一样消失在他的生活里
691394551,那人那景都将在遗忘中重新拾起
2928885828,手牵着阳光，做一个每天活力满满的自己
2849193193,烟嗓男音翻唱-深情惬意
2697647261,单曲循环过的那些音乐
2954378038,一个水瓶座的歌单
2456961456,给猪猪甜甜的歌单
2375582036,山水一程三生有幸.
2422787988,睡觉时听的安眠曲微丧
2711754983,华语民谣大合辑：一人一首代表作
2946483846,海棠的真香警告
741589344,黃昏時偷走你的肋骨釀酒（翻唱2019）
2722363686,超鸡好听的好歌推荐鸭
2954775879,黑魔仙公主
2252937063,买不到你的初心.
2817981559,玄一-有人（德云社版）
613256357,双泽君视频歌单
448048900,舍生而取E者也
2250148961,博君一肖！！！！！！！！！
444474344,你终于承认世界安静了
2119065118,寄君一曲，不問曲終人聚散
2147766404,孤独留给自己.
812559708,生活充满希望丨纯因悦
3006398457,那个说爱你一辈子的人现在还在你身边吗
2850086850,十年前的歌还在，陪你一起听歌的人呢
2395304063,怀旧|闲暇细数90后的回忆杀
2339725169,那些年甜甜的歌，甜到爆表～～～
2796821320,网络热播的那些神仙声音（持续更新）
2578458468,林俊杰最全歌单（live除外）
2722414276,“复古向”|中年少男少女的怀旧日常
3044976713,你少年时代最想保护的那个人现在怎么样了？
2949670843,别丧别自卑要努力做个自律自信的人
2513714981,请你一定不要停下来成为你想成为的人
2439505053,超好听的翻唱Cover集『百听不厌』
2444897054,超好听Cover翻唱集「百听不厌」
2466129122,回忆杀系列2000-2010年代/伤感/怀旧
2462024605,＃音乐的力量·华语♡
2050135367,确定过眼神，余生都是你
2879574835,夏乏解除！提神剂可以安排上了
2969910223,想把星星揣在兜里跑到远处送给你
1996644701,老歌越听越经典，旧人越看越无情。
325606188,『回忆童年经典动画片主题曲』
2491191603,回忆00后看过的经典动画片歌曲
2139324915,歌词唱透了心声，回忆模糊了眼眸
2437977695,《狼殿下》《剑王朝》《三千鸦杀》♡
2947103373,犯困急救剂，节奏专治瞌睡虫
2194045850,林俊杰——出道十六年金曲集
2506086296,不管什么时候听都会想知道名字的歌曲
2792976270,你肯定能熬到不喜欢TA的那一天
2439052862,「某音某手网红歌单」精选热播
2545279594,你打算什么时候去见那个超级想见的人啊
2445019773,治愈率100％：抚慰在感情中受伤的心
2713051252,对未来的真正热爱是把一切献给现在
111221399,那些好听到发疯的粤语歌
632021463,『粤语』好听到爆的粤语歌单.
2184514748,5.1声道无损环绕音乐
2963758932,复古计划|一首老歌带给你旧时光里的爱
2571885518,好听到无赖的粤语歌单.
502843585,时间有泪—香港十大作词人写尽世间酸甜苦辣
3037534703,你想对十年后的自己说些什么呢？
2862886083,你今天好吗被人左右情绪了吗
2993162734,记得开心，即便在那些糟糕的日子里
773961621,华语|此生一定要去演唱会哭一次
2433117527,听陈奕迅的人心里应该很温柔吧.
981484303,『粤语』听一首把自己感动的歌
133619338,叱咤樂壇的流行-粵耳旋律
69511079,那些eason最好听的歌❤️
2688050114,粤语live|欢呼声响起只为逝去的青春感动
2545676687,听歌不听Live版，跟闲鱼有什么区别
2945502611,【粤语】温柔了岁月细腻到心尖
2870710862,陈奕迅.
2661248825,杨千嬅【明知爱这种男孩子】
2076807917,林子祥(GeorgeLam)你大爷永远是你大爷
2963113116,新学年：攒了一暑假的开心事，想马上告诉你
631803088,突然不爱了
310970433,【旋律控】超级好听的欧美良曲
2439359373,神仙翻唱|个人向
2807168180,●°丨520首丨超级好听的翻唱合集丨
2432006554,二十首歌听遍感情的酸甜苦辣
696867790,适合航拍-旅行BGM《不定期更新》
2245025207,这歌单里的歌不好听.
2656408838,精选翻唱cover
903253897,人生建议：keepitreal
2626714220,程一电台
721365614,一个双子座的歌单
416559809,「民谣」民谣是唱给自己的歌。
2932761778,深夜故事歌曲|愿你安好，陌生人
649486836,三剂良药：民谣、烟、酒
2233406754,放一首悲伤的歌换一首还是悲伤的
749895245,名字长到无力吐槽却还不错的歌
808516999,垃圾也曾是禮物
2980702820,别回味细节别假设可能别在脆弱时找他
2261802701,民谣不止有南山南
2268097349,日常慢节奏
581343033,民谣啊谣
2550212782,沙漠之猪
2549561813,小酒馆，不打烊
2332154163,大雅之俗
2472389463,「民谣」孤独的人总会相遇
688656439,世界属于行动派（持续更新）
2195279820,下载的嘤乐。
2234734691,五年故事
2983726621,成长篇|认识到自己的平凡，并且接受
2894197518,环游遍了整个星系，找不到比你更亮的星星
2442105053,尚six，彦祖，老樊，阿虾，颜人中
876097430,【520甜蜜合集】甜你一下
2661486085,顏人中～
2983892338,要把温柔和善良，留给值得的人
2398013157,【单曲循环】女生一定要听的甜甜的歌
2977067149,青春重置计划：邀你一起走过时间的缝隙
2684088238,顏人中翻唱過的歌曲
2455597618,那就晚安
933309088,练习用填词beat(说唱/R&B)
387173433,生命中有多么遗憾
2470809289,待翻唱曲目
2012149717,running
2713759468,颜人中的隔壁小窝
2687632672,人生短短几个秋不醉不罢休
2309572738,偏民谣/世人皆知山龄喜无人知晓卢氏悲
2776597780,青春重置计划+原来都是葛大为(持续更新)
2646230207,人声参考
329641066,烟酒嗓与民谣儿°
510529769,他没那么喜欢你，只是刚好遇见你
2977700956,愿一切美好都奔向你，把日子过得亮起来
2182683172,致回不去的校园，致那美好的曾经
753776811,毛不易|不善言辞的深情
2497502812,毛不易‖一杯敬明天一杯敬过往
2729966026,趁时光还未老，去见你想见的人吧
455754938,民谣/孤独患者
2731655806,耳机像是输液管，来点音药吧
3021087157,熬过无人问津的日子才有诗和远方
2658663155,学习时安静的歌曲（持续更新）
931665053,明日之子毛不易❤️（全）
2750978184,每天都很晚睡的你，在想些什么？
2836499019,路还很长温暖的事以后一定会发生
2520454912,遥不可及|还有多远才能进入你的心
2853657822,青春不散场毕业是没有再见的骊歌
56345021,【欧美动画电影中的洗脑调调2019】
2460054991,云村锦鲤丨收下这个歌单，带你脱非渡欧！
2246610538,毛不易廖俊涛钟易轩
2931742174,毛不易❤️❤️
2144732064,毛不易薛之谦「愿所有深情不被辜负」
2349188270,《香蜜沉沉烬如霜》电视剧原声带
2349844278,香蜜沉沉烬如霜
2408901803,公告牌音乐榜
2016469215,吾灼溯流
2856733833,明日之子第三季女生季水晶时代|原唱歌单
2855871989,明日之子第三季水晶时代（第十期已更新）
2339740063,明日之子第一季
2517257191,毛不易李荣浩
2514180255,毛不易薛之谦
1998414933,［男声］［女声］［欧美］［网络］［孤僻］
2556128012,毛不易新歌
2770828912,「向往的生活第三季」BGM|EP05更新
3017014395,湖南卫视｜舞蹈风暴01+02
2337310970,自修室刷题必备，写题的手就是停不下来啊
2927241345,网剧《极限17》系列原声带
2059475723,电影《无问西东》配乐甄选集
2539995555,《西南联大》纪录片
2055400114,无问西东电影插曲
2400773976,结婚歌单
3053321137,冬天都来了，你怎么还不来
3034422300,孤单日子里，听他们把温柔哼成一首歌
635903110,一个天蝎座的听歌列表
518621467,想开一家奶茶店这些歌列表循环就叫它&经历
2714388615,花花「华晨宇总有一面适合你」
2006262850,华晨宇|三张专辑歌曲完整版
2686152638,你总要孤身一人尝遍所有的孤独
2997207196,安静治愈系：快签收你的梦幻男友
2815616232,100味夜晚催眠男声唱出谁的孤单心事
2746809430,有时候你自己就是琐碎生活中的英雄梦想
2674070097,『华晨宇』震撼人心的高音
2929230550,浩瀚星空|银河系观光指南
2720965607,孤独的12个等级，你属于第几级
2564404001,愿每个孤独的人都有属于自己的歌
2977458007,克卜勒定律|总有孤单星球成为你的宇宙
2759645390,不管生活丧成什么样子，也还是要继续啊
2688873035,肩负学业重担，依旧保持微笑
2903932321,肖战哥哥唱过或推荐过的歌
2149897736,歌手【华晨宇:爱大魔王哥哥嘛❤】
2635359836,好听到单曲循环鸭
2815777391,好听到可以单曲循环鸭
69325611,设计师工作背景音乐
743558697,看小说听的歌曲（古风）
2683848158,不曾刻骨铭心，为何念念不忘？
2332465328,古风精选：难忘你倾世容颜
2333142183,有故事的男生，唱着有故事的歌
2767811922,古风｜闲庭抚琴桃花酒，叶落似是故人归
2685449094,「居家古风」如何把生活过成诗
2870848805,「醉爱」中国风
2632467373,每次在回家的路上你会选择听哪些歌
2385374546,来者何人，你的人
2888301972,错把时间当良药谁料只愈皮外伤
2499781992,你最想对暗恋的人说的一句话是什么
2765820785,告白吧！喜欢和你有关的一切
2541329756,汪苏泷/徐良/许嵩/单色凌/孙子涵/星弟
162077153,音乐才子许嵩经典歌曲
2391786657,小贱星弟许嵩汪苏泷徐良
2874623507,你一定喜欢这个歌单
2255796408,提及年少一词，应与平庸相斥
2013219926,〔激斗〕超燃古风
2964557525,趣味加油站|那些被玩坏的歌名
617728052,抑制不住的喜歡`
2440480388,在这些孤单角色里，你是否找到了自己？
2074273616,想要办一场古风婚礼，许一世天地作嫁
98317854,KTV麦霸必点歌曲
2556878438,学生时代歌词本，书写青春岁月
2810133722,什么风格都有才不会听腻
2792085260,人长久，共婵娟
2621874307,听歌最怕应景，睹物最怕思人
75531717,Vocaloid中文良曲集洛天依言和乐正绫
973451038,徐良许嵩汪苏泷初中三巨头
2239349364,徐秉龙♡沈以诚♡余佳运♡焦迈奇♡郭顶
2089451943,徐秉龙沈以诚王宇良孟凡明栗先达焦迈奇太一
2220042776,沈以诚\徐秉龙\方宇杰\焦迈奇\孟凡明\姜鹏
3076749857,嘿宇宙发来的晚安你接收到了吗
2482645921,失恋‖不要踮起脚尖去爱一个人站不稳的。
586302582,耳朵喜欢你
2786335966,那些好听的古风歌曲
2407258591,♡火爆全网歌单大全♡
3072699525,致曾经的自己丨握手言和与昨天说再见
2802039750,你走以后再也没有
3044613096,[耳机避风港]如果累了来这里停泊
2788431035,总有一个人教会你成长然后悄无声息的离开
172595349,有没有一句歌词直戳内心
2405606841,【翻唱+原创声控福利】男友音~苏喂♡
912837255,【每日一丧】伤感/走心
2882993443,|2019|青春题材影视原声集
2197916536,及时行乐极生悲
651708051,如果你也喜欢徐秉龙
974763910,民谣精选你的名字美如诗
976025912,［经典民谣］不止南山南
632590535,威士忌的碎冰/沈以诚
2290572876,流行歌曲（伴奏版/纯音乐）（助眠）
2465422774,花粥-民谣女流氓
2382830188,『偶像练习生』大厂男孩们的歌持续收录中♥
111459342,银临女神的个人歌单
2189109402,好想把你一口气全部吃掉
2207482536,沈以诚焦迈奇徐秉龙～
990801851,治愈系男友声◇王博文徐秉龙沈以诚余佳运
2245401887,焦迈奇沈以诚徐秉龙孟凡明余佳运茶茶
2209128966,你的星冰乐
2078627462,地球是天上一颗星
111798122,下载用的歌单
2018640908,耳机党福利|快来许愿(◦˙▽˙◦)
2341496595,「电音」你一定听过的万评电音
2821115454,[一周原创发现]宫阁的放映厅“即将上映”
2934604165,明天的生活和自己都是最值得你期待的呀
2076817880,一个天秤座的听歌列表.
2968732422,治愈日|愿你在歌声里不再流泪
2999648309,一起出去玩丨拾掇你的秋游好心情
2091484707,听说把糖放在枕头底下会做一个甜甜的梦
2814352452,生活不易，但坚持下来一定很酷
2766753738,有些人的出现就是为了来告诉你你真好骗
2428562475,声色撩人/幻想男友音/晚安好梦❤
2730262369,远赴人间惊鸿宴
2650235005,减压慢歌生活又不是热血动漫
2331136477,国风民谣|满堂花醉三千客，一剑霜寒十四州
2773607631,宝藏男孩藏在歌词里的告白||沈以诚
2802798906,只有水瓶座才可以听的歌单
2419854809,老樊沈以诚徐秉龙陈鸿宇孟凡明焦迈奇
2382814072,治愈又温柔的男友嗓啊。
2325231532,徐秉龙/沈以诚/焦迈奇/刘思鉴
2857711620,尚士达/沈以诚/焦迈奇/孟凡明/徐秉龙/小咪
2770958680,听点不一样的·跨界合作的意外之喜
2044593080,『图书馆』专心看书学习轻音乐
2145841317,只有熬不完的夜和听不完的网易云
2380162241,握紧方向盘
2616416061,【节奏控】超带感特别推荐BGM持更
2579371743,「hiphop」新势力精选
2949519188,［2020最火歌曲持续更新］
2232063715,『Y』☞德云女孩的*小曲小调小歌*张云雷为主
2728784106,华语音乐-最新快报
2880369798,『超甜说唱』甜甜的恋爱轮到你了
2799941589,需要一些活泼的歌治下丧丧的心
2897080899,生活太苦了，一定要加你这颗糖
800331353,尝一口你就知道敲甜的rap[情歌1.0]
892066255,唯愿会及时拥抱入眠
2303788974,说唱别急甜甜的恋爱马上就轮到你了哦
2581776009,2019年度最热新歌（日更）
2876811374,网络情歌一网打尽
2081795259,当妮走了|国产Rap
2512385149,适合任何时候听的歌（请随机放）
2920846364,你与明月清风一样，都是小宝藏
2012244408,让Hiphop在你内心深处开一枪
2234855597,2018中国新说唱参赛选手合集
2320682442,长日漫漫丨嘬一口说唱的超凉汽水
817194122,让人想恋爱的超甜rap
2353138113,一份超级温柔的歌单
2069749302,写作业累了，要不来一段Freestyle？
1991114941,中文-治愈-暖心-愿有人陪你鲜衣怒马
2135543528,『偶像练习生』梦回大厂
2234221021,〔❤️偶练❤️〕风里雨里大厂等你（更新中）
2242968853,偶像练习生-江湖见
760383259,独壹不贰ONO
2842028305,永彬Ryan.B
433110049,【杂乱无章的安利】
440582108,hiphop『国产高质量』
2067892602,【元旦快乐】一个摩羯座的歌单
2882817804,肖战翻唱及歌单
2864076078,温柔的晚风和音乐，一定能吹散许多不愉快吧
2298415731,林宥嘉田馥甄林俊杰苏打绿陈奕迅五月天
2867367993,七夕|天天相见也要像一年一见那样珍惜哦
2879409906,正能量：拒绝低谷时期的丧气值
2252293216,十年林宥嘉：爱你这回事，整整十年
1992641301,一条小团团OvO
2811031169,90后经典老歌，回不去的少年时代「精选」
2408879599,五月天/SHE/南拳妈妈/F.I.R./苏打绿
2633466169,租个架子鼓手陪你回家过年
2726789793,日子有点苦的时候，听这些歌加点糖吧
2869983519,一个人熬过一些苦才能无所不能
2941746138,考研备战期|常备舒燥华语
2733846815,时间会治愈一切，请给时间一点时间
2768003527,有过的心动，为何不像电影里从一而终
2799605691,设计|作图-提高效率
2788609103,晚霞洒落，将寂寞温柔豢养
2123597776,说到底还是想你
2121683105,一首林宥嘉一首苏打绿
2629041485,洒脱生活，做酷酷的自己才美丽
2799358027,愿你在以后的岁月里，真正活的不负众爱
2620713775,《成年人脆弱疗愈指南》
2958493104,今晚风很温柔一定能吹走许多烦恼
2787144704,听点不一样的·舔狗舔到最后一无所有
439354870,林宥嘉，唱到心里
2070299050,偶像练习生|ninepercent未完待续
2842546585,[撩人氧气男声]听说你缺一首温柔男友音？
2946843438,时间是片温柔羽毛，把过往灰尘轻轻掸去
2573868971,愿你足够勇敢说再见，生活将给你新的开始
2121778560,林宥嘉翻唱精选|个人向
2544633739,「林宥嘉IDOL世界巡回演唱会」台北场
863744119,100首好听的翻唱
3080400635,拒绝无趣油腻丨你的生活需要来点鸡血
2996592506,触景生情都是偷偷想念你
979183752,爱意藏在rap里
2904974388,想做你的超甜男友
2733012721,不会写词的lambertl°
2979664465,月球浪漫丨星河璀璨只想与你同游
3086143043,跳舞吧！只要音乐没停，就还有快乐的理由
2771052201,[元气听歌指南]带上好心情，现在就出发吧
102445100,让你停不下来的带感HipHop
2529165918,flow好听的说唱
2008947511,有很多的rapper情歌
2786240378,华语说唱：撩得你无法自拔
895568281,Real--表演要开始了~~请安静
735827032,【國語說唱】每段都可温柔可轰炸！
2526898742,Coco这个李文
2312676651,你这么甜就—别吃糖了吧
2323079221,中文嘻哈音乐的魅力
56834682,玩着黑怕从没倒下
496689922,开车摸乃罚六分扣二百
932190466,说唱爱好者
2961160477,享受說唱flow狂轟亂炸【每日更新】
731283203,你眼中湿度七十九的空气
325993939,⚡️HIPHOP|HeyIsLife$$$
2686691097,国内那些你没听过但很猛的rapper们
714026807,IIYC制作的音乐
2936138909,不会写词的lambert
2062742048,温柔具象
310054140,想和你看清晨与傍晚
388300150,缺背景图和头像吗
2342932056,写作业必备硬核
2137155822,Rap伴奏自用精选
820564479,Instrumentals
2340016863,PsychoPt.2（Remix）
476107461,饒舌選手
2265858667,重不重要都不要了
936957382,说唱Remix（精选）
772123397,与其深究不如放过自己好好生活.
755588114,“你那么孤独，却说一个人真好”
2411114467,丧丧就好..
604261580,不是你的girl
2470518663,[無法描述悲痛］中文丧EMORAP
487235478,〔街舞〕hiphop/swaghiphop
2427004992,beat
2480569206,听说你也在找好听的歌
2959899213,整装待发丨9月份的鸡血已提前抵达
2899295533,“山水总相逢丨来日皆可期”
618557975,GAMSING
2440877962,rapper说情话
2773489263,『断线』午夜心碎俱乐部
2811609612,以八倍镜定情(>^ω^<)
2482875764,午夜心碎俱乐部2.0
2821140439,每丧一次一次就是一天
953346292,【国语说唱】循环听的旋律说唱
2617467453,rap/中文丧
2609818095,最新潮最前沿中文rap
426410598,『RAP』中国制造态度说唱.
608280925,♡ͥ♡ͦ♡ͮ♡ͤ
769076728,Stillhere.
952117067,【孤獨说唱+傷痛俱樂部+】
2068085702,这是个准备做说唱的歌单
2689596122,今天也很丧（破烂不堪）
541905479,\聽説唱
524400757,LLLLLL
924680166,[华语速爆新歌]最新华语音乐推荐
2873969666,耳朵喜欢到不敢单曲循环
2827910968,没人喜欢孤独，只是不愿失望
906192715,自闭歌单
2644849262,愿你生活常温暖日子也总是温柔又闪光
2923735400,孤立无援的时候，你要自成宇宙
2322535536,中●高考●考研●以梦为马●不负韶华✔四字
2820338655,吃了新配的药方，就会变得越来越开心的！
991303639,你真可爱
3030241127,好想变成，你每天都在望着的那颗星啊
3064730371,在孤独难捱的日子里，哪首歌曾经陪伴过你?
2968225581,两小无猜|双人对唱间的怦然心动
2900036311,慢慢的，愿你成为自己想成为的人
2841142344,致：努力工作和认真生活的你
620809527,初识不知曲中意，再听已是曲中人
811545223,别聊别习惯别开始
2527503637,“要做什么梦是每个人的自由”
2916947535,耳朵保护协会
997582919,焦迈奇的威士忌碎冰
2199629114,♥焦迈奇♥
2025348171,舒缓男音|沈以诚焦迈奇|看简历
2411825378,乐享生活，再忙也要让自己放松一下
2520349106,听着这些歌长大的90后
2959427503,丢掉所有烦恼，今夜睡个好觉
3013129747,桥边姑娘下山喽
2923666931,天蝎座每日一听
2802892013,只有巨蟹座才可以听的歌单
637843876,甜甜的恋爱气息~(๑˃́ꇴ˂̀๑)
2666769294,你还年轻，可以成为想成为的人
2825050297,是耀温顺
2802880138,只有双子座才可以听的歌单
162043341,汪苏泷经典歌曲合集
2520958392,推土机又如何三阳
2569859730,慢慢懂汪苏泷
2613099530,耳机分你一个，想和你开启听歌心动模式
2678572883,好听到单曲循环|中文
2553596714,当中国风惊艳时光，岂能不心动
2022186054,『古风戏腔』名花不解语无情也动人
2903845464,肖战歌单+王一博歌单博君一肖
2802470018,有些歌，就是虐到骨子里却哭不出来
79825724,♫「许嵩;徐良;汪苏泷」青春记忆!
2279723449,『汪苏泷许嵩后弦徐良本兮小贱』
2170988671,「串烧」衔接无缝的歌曲串烧更新ing
2492758024,By2，本兮，路绮欧，徐良，许嵩，汪苏泷
434687869,许嵩，汪苏泷，徐良，年代代表作
1994451394,徐良＋汪苏泷＋许嵩＝青春
2784993041,【汪苏泷许嵩徐良】90后的青春
2369520736,本兮徐良汪苏泷许嵩
549555350,汪苏泷/徐良/许嵩/孙子涵/单色凌锦集
551801688,一个人的旅行，是成长路上最好的修行
3022037755,一叶知秋|在白日梦里昼短夜长
3063736985,冬天来了想和你分享一副耳机
2551864209,纯音乐/背书/做题/复习时用
611641477,人间温柔
162416681,一个双子座的听歌列表
2823477517,『尚士达』尚six
652762973,时间治愈的是愿意自渡之人
919620061,你总要一个人，经历些难捱的日子。
988690134,经典老歌，久听不厌
2237551001,粤语传世经典，怀旧是人的本能
2236351380,【经典】聼一首老歌，想念一段时光
2512725665,粤语无前奏|开口即深情入耳便钟意
917794768,翻唱简史：日本四百首
2271103368,每人一首金典粤语老歌
2639030486,给爸妈的歌单，是自己的童年
531321323,将回忆酿成烈酒入喉从此不再挽留不再回头
2020864493,人这一辈子，最怕突然听懂了一首歌。
2468971321,怀旧经典老歌-百听不厌历久珍存
704472404,愿你最初的等待，也是最后的相爱
2986733882,这些生活必需品你还缺哪一样
2299383318,黄伟文笔下的爱恨情仇
619080394,【旧时光】粤语老歌的前世今生
2374131982,抒情live｜再无相见的日子里请你保重
2075397679,漫漫長夜陪你過
2690737342,粤语高甜歌：一辈子很短要爱对的人
1994370897,百首老歌：再续当年情
2886067623,重温“粤语天后”｜经典金曲
2469909874,70.80后经典老歌甜歌
2933222749,『武侠影视金曲100首』每个人心中的武侠梦
2492536378,重温经典|武侠小说泰斗金庸逝世一周年
892851120,【粤语歌单】精选200首经典粤语老歌
746872,『张学友』百首经典
13484725,張學友LIVE全紀錄
2875741789,重温乐坛歌神张学友｜国粤金曲全纪录
803927975,粤语丨岁月流情，回味旧日的浪漫故事
2024049499,『车载粤语金典』繁闹市，百万人擦身过
1989897584,夜又深了'￡你是不是又睡不着了
2547569563,民谣吉他有烟有酒深夜歌单.（个别非民谣）
561686874,前任失恋博物馆［也许应该相信一次谎言］
469911526,青山红日
2441259969,【红色歌曲】中国红，奇迹的颜色
940012211,亲爱的国
2946346845,隔壁老樊丶解忧邵帅
2122220982,鞠文娴-BINGBIAN病变（张宗男remix）
2256856705,听什么歌都像唱自己♥
2149980771,有女朋友了，比你可爱。
2570763913,♪[民谣儿|纯音乐Sleeping】
736614949,很燃的BGM
582464119,你有多久没看星星了
2658047965,刷作业必备歌（清新，醒脑，静心）
2520739691,纯音乐解压看书刷题睡觉御用
308213605,适合视频剪辑BGM的音乐
391125700,『纯电音游戏向』戴上耳机，任由电音轰炸★
442538213,『高质量纯电音合集⑴』珍藏系列
2016107008,会让你心情变好的英文歌单❤
99426250,【电子纯音】竞技游戏必备
316223640,电子·中国风I感受角徵宫商的荡气回肠
591585623,「Chinese电音」独斟国风烟雨朦胧
2018185507,旅拍VLOG背景音乐
2321969053,中国风电音丨迷醉在朦胧诗华的江南中⚡
890149010,甜到骨子里，听进心坎里
710924662,『接个吻，开一枪』国风和电音的完美碰撞❤
2108191975,尖子生听着歌就把作业做完了！而你...
757846944,China·国人优质原创作品(电子)
2829920189,[韩系私人订制]收藏你的韩系每日推荐
2182838698,【中国风电音】好听到炸的中文电音
307656198,『电音』极品弹电鼓点
580902145,E能量的阵容其实可以这么大
605227658,个人爱好，不喜勿喷
2583211946,剪辑师|视频卡点、vlog、延时、微电影用BGM
629927483,RNG御用歌单
2385564600,meme手书/amv【☆国内外大杂烩☆】
590742560,meme手书amv大乱炖(请看介绍)
2273534636,meme×手书音乐(国内外)
2566843552,〖超燃〗BGM游戏专用
2048765657,《星露谷物语》~必备BGM(轻松向)
2843176459,中国新说唱第二季2019【全收录】
2842831818,中国新说唱2019参赛作品最全收录
2844653116,中国新说唱2019『同步更新』
2881994082,中国新说唱2019【全期己更新完】
2864218268,嗨唱转起来歌曲全收录（已整理排序）
2476600875,DBC东北王你的老舅宝石Gem
2901832025,左手画龙右手彩虹
487480716,中文rap，听歌就好了，别闹了...
2847931162,野狼disco
2141754249,好好鬼混别谈恋爱
2972160851,国风说唱：江湖风起，侠客将远行
2318443785,"知山有虎,故向虎山行(国风说唱)"
2153144229,迷人语调♥︎温热耳边风
535441118,旋律说唱beat合辑
491549860,机械震感舞POPPING课堂专属
2227238002,jazzbeatand抒情
466574078,【中文说唱】粘手的货
2769215801,「2019中国新说唱第二季」歌曲合集更新完结
2820757372,走心带感rap๑华语乐坛说唱新势力
163664556,这里才是中国有嘻哈
2916413241,【持更】了解一下好听到爆的中文说唱
2154077171,中文硬核说唱之路
63838551,街头诗人┃中国说唱持续轰炸
573911956,中国风说唱歌曲/江湖味儿说唱
322359537,【说唱】不饶舌怎么舌吻(日更)
2444798599,世上为什么有NINEONE那样酷的女孩
2153197706,国风说唱：醉酒聆歌爱恨几何
901052070,Rapper说情话|很甜的歌单
2163377982,「华语」流行与说唱结合时的爆炸化学反应
695848000,【国产说唱】MADEINCHINA-黑泡不一般
2623634470,说唱最强里的【中文说唱】
825437601,国风说唱，侠气肆起
2097635554,这才叫中国风说唱好吗
2872115782,DBC东北饶舌郭富城Gem宝石
2015142745,一支走心的说唱歌单【持续更新中】
2656779637,晚安曲：圣玛利亚
2383437785,隔壁老樊万能青年等
